sequence,source,destination,domain,length,info
53,58.109.47.120,145.152.224.251,kickstarter.com,675,54bcce55a04b4799509d5b9c74edfdc4c66cb21ea0acd1b56e30a06d20489e06
5,139.88.227.129,244.196.109.170,livejournal.com,221,31d8b23358bc19a5f8d2c4effbefb731da44d553026da6609acebcfdc2f091b0
33,96.102.60.115,219.55.167.38,dailymotion.com,183,0f67085cd7f84640848e3c6cc540943403102827fdce825e741d959751ce5a8c
2,180.26.226.134,77.121.64.123,time.com,1305,83feea6852963c6d484e1b09b4c1e13ecf05b753d1cdfc8a6eedcca75ad29695
7,54.111.162.73,255.232.197.1,gravatar.com,1357,9a81537e961aacd1cd94e1d95be9d7781b38ef7cf254e39008e4003778f434d1
99,234.182.97.173,69.179.194.88,moonfruit.com,198,a09fe6c41053dae69078a4ba798bb55ad3aa1d79a867ec0166e57ac58ece3035
49,92.131.32.150,154.242.34.125,tamu.edu,658,1cf41a81ab82c5224059abd771c7bb9abe1f7d8b329ac9d2915eb853c593d045
37,226.201.41.110,33.76.147.200,toplist.cz,860,6abe92168824a05a14acedf897814dd218a2ff615f77cfa854efb80d43c2fd94
2,192.194.72.101,197.94.11.179,a8.net,409,36d53a32f4299fd26adaddf43ec36227092bb31260ec4871e1aec4efbd71f0d4
72,167.52.19.215,103.250.126.193,boston.com,739,e2dd4e2c4a4b38c349cda2224f8b4ab8ddd88e574ab115a05010ebd4f7f1e757
18,2.19.152.235,3.4.71.103,unc.edu,285,aafa3f6b00f52bc64c18328038825a9681fd390710eb555c4cd937b3c984063e
96,37.228.104.151,37.121.28.184,hud.gov,922,7e03e11e9b669d921112393668b0c52c643e1c166c28fe8d1752367271314175
88,55.109.97.145,209.169.27.144,yellowpages.com,353,c1fd90f9a8a092bf42a54cc3fa7dbbfddbd59067d2bdf191cf8189bb5470263b
84,0.226.158.217,165.7.249.234,examiner.com,1414,5c854108fe4862806faccfa30382f7e2027f4f664dd9ddb08eda0cfee90ceebd
60,0.250.113.138,136.195.199.88,bbc.co.uk,108,123e0a8b5a6c4d29c92e9f59606c451ec29057826e1c4d20d9f4fd0019516da6
12,202.111.29.157,196.179.254.196,cornell.edu,862,0c1c3673a11eba4276075423286802378c34ed3a724e4537676dd6dcc6728a47
75,174.87.254.14,74.146.31.27,auda.org.au,1177,5a322975b4cee240e6ea32507a9a6d538b292569deafa091e2427a54f8e9e228
93,218.196.254.245,102.140.111.60,desdev.cn,879,26daafd050d1c8e43ff44a357982e6839b3d456b987a44f64057c4fe46c3ef08
7,242.235.28.132,159.29.150.187,noaa.gov,1251,f8437f77b092b8ef6384e108e4f64e48e1639b4d93227a5706d6ea95dd550c05
60,21.64.142.186,249.132.64.63,blogtalkradio.com,1499,bbe0cbf7330ad7e2aa8d5d678b49e198b46be05b00e22e3336e81dd1191a0c61
78,21.62.24.205,47.250.50.79,mediafire.com,632,e3d0b9a97b8e956e3e70623c0afa8ce9f504caa00a4c86fb34e4326908f9713a
88,102.11.124.209,83.117.150.16,samsung.com,58,d2937658b45bfc18fb143c00d37f74f51d67da3f7e74ac2944898f2f8d0f723b
56,97.122.93.9,207.171.22.17,businesswire.com,1503,caadc1e0facdb8f95d42227ff9e68a9005ffd8ef2c39338d1da4e694a996dd8a
41,52.55.9.88,73.6.17.205,youtube.com,1454,bae15a6214fa92a66f1e2104508ff064ce4d24b6672d9cf3197a73910b21f08c
5,254.98.241.173,215.176.48.79,tinypic.com,1003,0e4dc879fea72f7297c28424426aef840eb047f2cb80a3ecf8afc897e68679c7
89,126.123.190.83,132.30.115.31,cmu.edu,339,afb1cb5db38e7b35042a62a0b44fe494459799f40dc72230ccb7d103449cc004
41,127.60.174.221,139.193.76.234,yellowpages.com,323,822f3cccebf951dd02a9ef44c752fea37206d6c8a2644808852247e489defd10
78,54.11.16.158,183.209.125.11,skype.com,960,9441e5236e2594844a1a8e001ce36e6edb7ae5a2a5bf196b3d826a23f6c74e83
35,58.235.83.217,130.214.97.178,icio.us,1388,86972394be941aa9f9f9a5bc20d25048404957724eb9c503555c2b3503b5b9cb
52,79.122.157.212,31.55.35.201,umich.edu,1455,90ea3377e4709d485727ab8878f653a865c310ea75994be36ca1e090895d43f2
3,112.80.187.83,126.78.33.219,pcworld.com,298,47b9859648e755212ee36d3cc70e20f4bdb78000dd6cfd95f12b40689374f75e
36,104.65.4.239,195.145.105.71,friendfeed.com,1276,b80555edb3f5a0fc67b9a3850e00caf6983a1528ccfe4375d194cdd40e3c0c56
30,89.10.237.254,54.52.124.158,blog.com,1013,5f1828636ecb048e331884fc6686404125268e21fcc71dceb3c8458f47ffc194
92,92.40.5.31,38.88.159.87,ameblo.jp,1029,ca22859bb5d86efe171c214459fc37dbed7a0483f333ea6804cefba686909d05
43,219.156.119.183,44.102.189.98,posterous.com,960,19f63628a3bd262b1271375e7b4c9e9c87606e5311a131261c9e079ca23b4f22
40,163.50.175.35,216.214.6.44,google.com,1159,6695728e3f8ddadcad296bd7f179f623577a542c9f76a1ba30fa3d2efc75dbad
58,95.162.137.230,199.115.230.49,twitter.com,1354,ec6e92d22d61ef581d84f04039a92bbab0457bc81730b331387d3bfc9bf9907b
95,211.254.89.64,36.133.61.48,businesswire.com,1326,f2b765eaede8b2105f34b63259396cbe5885c5ab9655f66b85b6c799eb5fd6fb
79,58.173.200.51,148.67.254.20,fema.gov,784,3948308510c887426dc7ef948eecebe6ff06d5af34db9ce1a9332abed1af5617
73,96.175.207.73,152.47.160.168,mapy.cz,660,b9f5a2911b1525c34ed2561e9e5f3d49cebb0654c0bcf0b6e06448bc46b149ce
90,239.193.65.236,69.47.113.116,over-blog.com,594,45dc989d1734511b2d23cc3c24e8c0fb929d224bf2b7b34c5183e4ab1e8dcb06
2,150.2.164.125,65.16.73.194,tinyurl.com,967,26b53dfec3750aa3908492bbedfee5975b2278f724f61bd0e8eb5ccbc4bd6965
17,208.85.236.0,36.213.59.61,jugem.jp,1282,21dbaa996444f36091a62607b2192f4a67c9d0b196384ef1e7a259cdc36936c2
56,113.151.148.239,24.66.154.173,hc360.com,1323,95722a5f3631474eb3c2445f89207294c092f2038f9bd322655aaa6b74ca493d
38,183.97.58.38,186.86.254.101,blogs.com,349,2fdd50a5dd8e97eb264153fb70fce7fa47d75f5574c2610dd80e917e00ad26d6
42,155.6.252.110,117.216.217.46,wp.com,1024,9ed961a988d833fdd23d6c5f1502436e44d9db1bce600ebeecb736db16d34ae3
5,33.167.218.117,21.192.197.212,youku.com,136,c366c4235595798b7539f2786d00ec10272f65826d31d28d05987b719bc379dd
60,197.194.234.7,220.65.156.250,posterous.com,1083,4603d8169f09c54c34ea752567bf23ec5204f3a00986f44ad05850f82a0c43e9
29,64.236.215.137,162.21.205.42,github.com,1418,2f069171147634679612cd88d796f4d73c935d795941203898c05df59ca373b1
20,40.189.25.190,9.37.90.84,deliciousdays.com,1176,becc59c59250d777416435cbfd3b43260b41269d7321d3863e2e1906409c46fa
48,156.118.233.11,106.242.192.220,dropbox.com,491,2ea925d279ebf0aa424079204b63b7fd9add33832486f84b087d15858f530b18
59,123.249.228.123,95.17.133.145,squidoo.com,1226,e1abab0dc34e828fb237b986579ee073f5a43ce07d9927c23a05478849066076
2,176.12.193.54,51.210.3.108,china.com.cn,140,af645846d3d530275a13c257eb4b32274af5cedffa801524a608fe4e1559e97e
100,213.166.136.51,191.77.182.24,google.co.jp,341,4a74b5158ab0c96777fa4a1e4dbc884cf4961c47689ea54383aba405203f418a
62,206.191.117.121,117.97.54.163,wp.com,152,79e75abc02798bae2e84808cd61879e7bae2c002bdf6fa6758841f1edb2305fd
66,245.22.252.152,24.19.172.92,mozilla.com,300,507255c170a2e9181d2aa4f44f28c235cec0c567453f67ff4f680a801f001558
61,53.224.43.148,181.49.218.24,harvard.edu,1475,4e9b79392d4c74896abd753051d605c62b20df0906ba984b762880cf5f9fa2c1
83,232.227.204.203,57.33.107.162,ibm.com,498,1559e3382baf56640a828a987b1df1d491085ba5f8300ad0ccb00b3af06b17c1
6,172.194.2.50,39.78.149.76,state.gov,1458,b262721546c79ca9ed77aa48322854574993bdd6c2fc66a770f4b4aaa29a4e13
3,114.15.139.41,55.144.85.142,feedburner.com,915,185b9638865841d0fa57765c3ec9db9867415677bf871bf6ed5d1ef7ca20ac70
66,246.158.195.42,200.190.232.18,networkadvertising.org,1093,d530a2403e40ea5c6c79b6ebfa83d830fdb795e7518d4204ed1b11f8268ba2e4
12,198.47.230.243,206.3.224.54,theatlantic.com,226,b5689630394fab2a4104ca928d2c252fbc4e47815dff56d5d38b837e6149f862
87,19.18.8.221,85.19.86.193,disqus.com,908,847dc95278408d9127a38808b0bbc7573e8c6a20502ecad9bcd21b18caa63696
89,135.139.49.155,74.75.254.79,princeton.edu,684,403756807d945a6520288139248c7639d28ec5bcad3a8b2a03cc81fef335ef54
77,17.132.83.56,221.34.217.74,ustream.tv,947,65c2e903f40c4fc31baf0036dc6219f08c5c1291d4960f14e71bba580f7496b4
89,237.17.18.2,80.94.9.98,github.io,370,10e71a35776ec09807f93895a6d93481a434d4f5484fd3d53695ea8a03e989d8
79,39.102.195.35,217.194.172.136,ameblo.jp,939,8eb4b9cb01dc8863d2c4688393ce824320683346e3c65e19ef0c184d1b65b49f
48,59.126.178.74,150.206.18.14,usatoday.com,375,857f3c3a0a26684da9aefc9d0c17a0903b1711f93c1fc14bb56b736e98b6bf1b
10,139.53.31.20,222.6.180.40,fc2.com,1212,8b602259c21b18cd131a7d3b8191cab3a0bcf602f52f98e894dd096af5d05f1b
75,212.86.221.179,126.120.125.15,unesco.org,712,4fa61555f3ef3207db77a5c6e449e9eb85206bea8e7d9c56b565f93662f51277
22,92.0.146.213,103.7.146.86,ucsd.edu,464,ce13397652aa7e48800d007ec801ed7f9b0ec316ebe3224721f491c014859200
4,69.123.156.102,20.206.65.153,google.cn,829,153a68adb5026ef838986f1c0840afc95b4d935b9916c1db87902d4d30a41c6c
87,97.107.179.169,160.140.206.32,vinaora.com,386,0bba08bf7bf5beb7502558ff6c98a9a775e9e3e647c419980d9a389be89c4819
31,237.121.34.208,127.14.129.91,example.com,83,7b273fcb0033b0f04150029548846a8c65e76d5d035d3a7ed2bcd964fb881ea9
80,129.244.112.128,130.187.187.88,irs.gov,752,432c48f8cae4d581aa02857fc267a2b71f6f28e4582a770b7154b8664c7daa01
72,65.239.180.67,152.187.80.54,cargocollective.com,1171,51d3f33b1e7d33397ce2e2d231d8a12a9d82c09c42be5b691a148c3b37c9f102
44,231.202.86.195,216.105.34.60,sina.com.cn,1136,c1fa54a97efc4c6dcb25363557e23a5d73205980f07a3963cc2244c89137cf54
78,66.0.52.185,187.225.139.149,bloglovin.com,1366,187b310246a7b0d547151d050bfe1d2a971fe6920f4caca4ebdd37b11c17825b
66,7.253.219.228,32.11.7.114,cdc.gov,990,51c653fe2d3997ef20d9565931c4ab4ca6cfea6e3a9d8b6d183929ef6c23c0e8
17,84.249.32.155,69.86.132.203,mail.ru,1444,560b17ecb42535d85f96e1f790e42239477ce7b64149432eb026c44c8acc81d6
54,168.118.167.246,158.158.102.228,wikispaces.com,1059,bbb744978a146ad969d6ad4fd98670e2308f06c3bca1c3978c85f702a648d58e
19,87.143.107.200,56.99.116.20,irs.gov,1234,6a5b9c7cdc11437ee796b0907dc2f95548acb397cb24fbf0a0769557b41d0f91
39,5.148.73.17,63.111.186.210,barnesandnoble.com,980,5188036029f14deaa665b083546857a9a2f88bfe29b6815dc67d17f370989c46
83,147.126.228.219,43.177.193.252,youku.com,314,22657a4fccf79fe5b145c51d06335e3cb030baffebcdb185328755afd70d4fab
9,217.57.43.146,102.210.194.61,zdnet.com,1120,6c9b652dfcc134bbf69f42dc3c4a5126571dc0eaf7841e4eb98cad4c5fc0d833
39,44.206.78.104,171.29.90.4,china.com.cn,855,0167f1f7356797c2af1220b35fbd8de52584260696880646d9b404fd37478380
76,8.244.74.90,99.108.143.93,auda.org.au,1204,17c417c334979f0ac7d3051fbbdd4c46cc7d2f8ca73be8f1a4320223b1e30777
89,154.0.105.25,5.204.83.68,qq.com,390,c817952a6b48431a657e1d5181d8138cc115b3dd8c2f925b3f2810ab41e35762
56,7.19.43.243,239.130.111.211,ihg.com,1007,d23b14dccf2dc088ae04e1dd92906d4c46aab2f20aa0ab3e1780aaca23e7d3a3
17,118.245.230.224,67.119.108.22,bigcartel.com,142,61839622932c2edc59d07c7332b9ebbd4de902d780070159480423fd9f6a1bc7
81,196.248.137.220,176.206.249.246,shareasale.com,1335,dd7cbcd99ab2f6dd8a663979eac8213b3ee05c805a5884783e551865033687b9
29,252.203.240.239,32.113.251.180,umich.edu,1309,3abada0f0511ea236f43daafd0a51f7c6b835f26602a72003779ffee496a4910
99,45.142.158.240,19.55.255.18,linkedin.com,729,3abee00204e1295315b3a3b73c2a421fda71d4c9ea951d7b7d7cbf7dfae893d9
24,107.92.183.41,173.53.249.128,bluehost.com,345,5330b7e63f42da2e691629c9dc05e42701c425396049faae6ffb8cbc335b3026
88,20.175.206.11,228.57.117.147,scribd.com,780,a9ac72a973ecffa3359e82561e5797e1a29a4aa7bc1574ea631c2a38fb459bb9
52,50.167.68.232,71.194.206.6,myspace.com,129,d379993aed0bd6dd379dc628589ddf19573b87458808a8c46dd297b1269b4666
85,116.250.81.246,100.6.157.103,marketwatch.com,189,d6b025efbe01e2bb67184a47ab4eef8c5bd72db20c910841f3666ff05cd51c39
25,11.114.173.162,42.26.142.241,amazon.co.uk,475,0e7eb9cb4b678eb3f1455405c13a41f879c7e1bf22b6071b0400f17b4ac467da
60,187.194.88.122,248.88.212.102,issuu.com,811,7dc902083e20fc34f1adc54f1be74f02c1e495114691405fda7d13e02df4d207
75,129.17.105.245,133.148.28.2,soup.io,1502,dfd65d99d3d77a37853819506c0f071a260789ee1deeacc6e0fe37aed87ba283
69,169.66.66.188,254.187.97.243,umich.edu,1009,05df848fc7fd114f947d93bedd9c2b51a90b8441bf33266d28ce8c5fe2501109
36,164.198.5.37,160.207.48.108,linkedin.com,349,df465182a5c2e715de92abb597aad5617638fa016c50720175204956da1ba1e2
18,96.83.45.97,135.189.221.209,printfriendly.com,128,aa2cdae08ebb3e2da77f782909bd6f102008e1ac8fd075aa5143c0e6d796227d
78,199.76.14.111,147.132.154.245,t-online.de,375,00359e2d0add1122c98e8a5bfae72b1cd7710497cb14f04ba3a873b1f8d92bdd
61,51.129.228.207,64.191.37.193,intel.com,770,aea4648388c0ef7a318c8031baa0c75b99be8056d902ee8c68e4923cbb2e4108
6,59.39.95.58,223.132.9.160,mapy.cz,884,8111a503c7674b0a13049f15018be7766e1fa4eee3b57e418b5e844ac008b688
39,12.122.217.111,133.64.115.39,si.edu,231,5de250909d1c3ae76af5084c6c1cf243ba977a5744df92ba63d7138570c9aa72
63,82.193.249.142,80.209.209.127,blogger.com,95,2a5ade5c2846d32eb67c93f2a646d2e9323a0072cd148bee9b873423dd978ac6
45,50.200.10.14,251.210.79.158,va.gov,1324,2ad8423d2159f93833dd6906f9abd7e4bab2602ef5b9a650d63e806c05d104c1
69,45.187.19.45,189.199.15.18,microsoft.com,160,dd245ca973ef5fee00317c5e110053933a4dfdb2360b6e39e25b4cc19a7be58a
98,158.103.145.33,248.209.144.194,scientificamerican.com,585,12f1929b213f0b4fde4d436e80a4ebaad775bccb01c96d4fd702a1ebdb1c0ed5
12,97.45.129.60,43.75.207.62,utexas.edu,749,4ef1a23ab9f58242450b98535676864900ab9e869440f2aee483abee3bbfe800
45,159.98.199.217,55.57.77.250,1688.com,542,5191d53251e4c1f096bad43b462f792b2981c29f9edf1281904cee7d7bb32f6b
42,254.24.248.238,31.198.108.209,aol.com,432,c811b7c780fe9a381209f7f113808b47f511e22411ad7b5b9fb3b9a0d16b40ef
30,114.83.248.50,212.99.234.227,ibm.com,667,ed00a78bbe6f0ad326285c0142d739ed197514647936158fbec7e34382cb76c3
73,103.225.205.170,203.105.17.73,pagesperso-orange.fr,870,b8dc401d2613f5790b2895ff42a3b6ae81590498491d6b86068012146c939639
83,51.14.153.59,254.179.142.17,google.cn,1376,498e562eb02769bdc192c7ff926f7264af85e88b0dd09712f3b5be093fed41a2
70,201.16.211.43,215.178.246.149,dyndns.org,1519,554a4240fdf874d210bca2c04750333873a33d919fa8aca584d21949c98feb65
32,184.189.158.111,68.82.140.128,studiopress.com,181,6e28e9e439771db8d2824304571068f2b1f798838ac4548ef6bb5263c9d2cf00
92,235.112.87.224,178.255.234.69,51.la,114,4a212e8fa8052cdb01ddd5acfbfb8afd9a21c5a92b370961ff5d779b181c013e
32,81.104.124.13,102.122.97.80,hc360.com,752,ce4f45a86d6b7240f656e736a5daf35485101f5b5ac6aa067eb60cf0d89ea99f
46,163.160.234.33,187.143.80.181,cmu.edu,909,bd97ba19831307b852f510119e05820b2f28b3e78d5f63542f764750e33190bb
43,35.38.101.178,181.153.225.183,psu.edu,133,c2aa64d5f751f1079133253520c460d55798f8c7b27615d6ede1bbd69c765119
13,133.66.164.154,233.136.240.106,webs.com,766,2491e2414819b68af55ce5c48e3c65cc9be7116529c59fbfb3b155435ba3c8a5
91,67.233.123.64,75.136.53.86,house.gov,812,235ddff28eb6ccab157f033bc7f6a27c4296c153cabb9fabb4cc33a6bbd8a274
79,234.119.182.112,47.133.34.150,barnesandnoble.com,272,f327434a769c67750da8beea66aa1ac36bdc66010a6bd9a3f70afab5373cca9a
32,152.253.65.57,23.18.245.94,desdev.cn,409,b2578444bd4117110ea6c2e906b3abb65acda0edf37497f51a8ffa72c48cbf81
59,109.124.225.142,147.222.47.112,independent.co.uk,768,9af09892208084a4109266d161a951dc7c3050218b9275465f495bd66406564b
61,250.211.245.20,138.16.32.213,biblegateway.com,642,c4c03c5065c4fffaaa3dc61dda56eeeae6d64412b19796d2e2962c4dd12f941c
84,233.53.141.53,220.245.11.50,merriam-webster.com,287,c1a24bbd2f73919dd3e157aa98b98613851e66441f621512cdd14fb031de1997
55,178.120.247.88,174.56.250.53,ask.com,60,5e02242b7a1df03d5a5bd74a5893ce85196a740120b58fc14c0de8ae9777d61b
54,166.69.190.94,94.43.137.24,drupal.org,177,58adbab9665c0cac613a2f7305527451391e0f8908433a638776bba10dbcb0bf
90,243.9.235.74,123.172.234.128,intel.com,649,41d71fde2f56fcb3d1bb5c8ebd8e84fdce06972ffc2bca0cc347401da8244531
19,65.44.9.5,13.229.244.196,twitpic.com,973,01fad920d62a41adbcf5d1f8759140f67f7d41a4c291be310da883c3b812ff58
12,61.85.114.200,1.251.55.64,hugedomains.com,934,0a5eebfd5b5167e7f2b79cf91de488fb6d5dabfb81a4a385f6a4f13a026da79c
7,156.182.247.239,197.171.190.61,bloglovin.com,1369,97fc62147ccd949b8e1b570e7e101415f69eb24a82654f033ff68a376af37ee9
91,187.201.117.38,138.129.143.153,fotki.com,123,e12ee553945b69454199b6b57937aada77da27682ac3e4ae9b89f4c49c1cbca5
98,131.81.127.139,39.82.204.153,cpanel.net,539,2f3105094c23072e857b5d2185644b7efde58a090e492f9dbb1a40b2f415ee7a
36,224.243.188.112,64.2.61.10,upenn.edu,876,b89d4ffe40dfc5fbc6137d8f324c5196509f5e98325ae2b75ae9c1a2d1a5539e
23,242.107.52.216,45.178.70.228,nydailynews.com,937,0b64a647b9de418cb636406d7f75746f7afd53faf316f7cf06d9cc13fdc3c2d8
98,171.170.88.32,4.1.243.136,cbslocal.com,560,53f9ca04f82b2b9d76e0b67a7204b0ca173608896e52d01d8e843b26b01ce30a
41,135.129.72.4,120.102.32.169,slashdot.org,1284,42e609a69722858b4e5b21700ec0eed48121e3fed8bf8ea5a6ff1af757f92f27
95,236.217.149.89,235.125.195.214,scribd.com,440,82c82fe5b9b58e3d57b822cbef474d4b0bfc68f81911913c6fd18aaa91d0ba0f
11,239.193.220.123,123.189.89.149,cbc.ca,1463,b573260502eb1bae5fd2b93c4ebe0371ed97fd0a2aeded6a509e3030841fdd2c
80,58.15.114.8,99.35.216.8,umich.edu,798,28471101d9f2d2116ba7ee4fd31d59908fe8252587c3a720d5248ce07dc3ce68
49,75.117.182.148,188.18.233.184,seesaa.net,1072,ef47aeb750789738aa77f0e1dd1cf49db9ea91c1bc36454193dc7db49a0f7ce2
62,213.222.9.6,20.89.176.96,cnn.com,1320,39e450a63fd268b99061888a7fffc56c0427c989179f1bcd7e48ae99adcad0b9
77,23.242.10.209,194.184.129.134,webmd.com,643,16204c3d80e8d8da0393a006d0a2a57ecd7fdd3dfdab6cef951c3e0052063e73
64,141.78.121.216,48.11.44.196,dropbox.com,1070,180093a3792078ec425fd0c946b027235d4f0e8ab8670022b65c292a8254c218
85,167.252.99.245,54.166.93.118,reference.com,334,8057b8b0311bfa4e4f8b620fe916dd00ff2c8ff84f165b18b90853428a7a5bc9
36,60.11.202.3,128.154.153.97,mysql.com,1105,8b4e29cd52a03d262aafd4eff891c4dddc362852b225a6e93894442c0ce3a069
62,245.135.96.101,137.150.144.2,techcrunch.com,647,78382f194db5b549ca2a168d0e5a09c08642154f3962bcb904bbde0ce9d6bedf
68,137.100.76.230,36.96.171.46,scribd.com,748,2170f9cbdf57c3698526a5ee85bcc0b45a2eb56b06c0a9951501cb9c19c6053e
1,224.74.180.132,119.191.236.30,tinyurl.com,387,6579db559fd33ffebd14b532f5ef0f8bb33ea78059a97e1376005a4037b83b5f
31,226.89.230.83,55.16.157.36,earthlink.net,1501,2227646f52a6337f555f71e4557e9899436fa966c4704c23cc20a06608e933f6
42,76.92.148.101,136.31.81.250,ameblo.jp,1024,caafc07f2ae75dafe7d19096e23e7d71d3b57e94c1d704133cd8dbeecf7f725b
78,182.116.128.220,100.45.202.173,naver.com,244,d3fc48ac0c692b12b331aa822b46f155115e3b7fc85f6ba7ed451651845da0a3
69,104.10.148.109,91.203.2.25,jigsy.com,842,1d3c75bc0abc9ed4d1c040ae9c09712a5a9f7e9a1032bbca4d001be7e39cff9d
59,111.105.232.94,6.129.159.247,mozilla.org,921,9b15d1f91a334a4baf3a3a3be5abad87f991b311cdf2655a4c9ff6fdcc5e208d
89,148.161.116.203,77.216.208.23,si.edu,247,c07afb9cfeb019258036c89ced1f46ead0208422ea5c78afeee58f4c04c4385b
83,155.212.125.94,160.228.118.179,discuz.net,193,29c7a32c38b866812c4fe9019ce4e9c48064d922b502c4a48c738381fb8100f3
20,164.213.100.25,114.160.36.251,java.com,168,9d1e28abebd41b5655264afd534175b44e1070c7b37c5e82457de19228088227
18,199.174.17.148,1.232.113.46,mit.edu,1119,c1d06b5a5eb03575e82740f520743e3d9a9eee61d7c75a5d1e937b07aea64fe6
21,74.131.98.126,97.6.207.21,multiply.com,1229,ab2c20cd46682693596ce3ff870c3328b06613fc3afc8271bbb526533e48b1a2
77,124.255.216.62,133.49.158.91,facebook.com,714,148665ac8b511e1f4b0105cac1b4f8182e1c991bb4cb3e8b1bb937f82edd8137
36,142.113.98.64,67.199.225.177,ox.ac.uk,734,59e29953ce1ab87c33de3d1fd7240846e6093dd70e8494d50318319eed7ae1de
32,13.121.8.188,205.231.196.35,cbsnews.com,1359,644cacdf574cc5cfc04207b1eab15db7cf9c1e0ba616eb748db937e0e5b7bfd9
30,160.39.237.91,171.85.184.197,trellian.com,1108,e74dbf8048c156df4766ce5023122ca3669236c1e6b252670e5b3db1c035e2a1
16,98.56.240.49,138.48.233.81,nasa.gov,1217,0c4f94853d3280de40328080d164d5797a4381bf7dcc73a34ea3c3d55d85ed2e
4,198.177.15.142,198.13.80.98,squidoo.com,576,d1051a7b4f1026121e06356e790e3609ff7b34526575a314febba556c5ec1dda
58,91.60.106.52,161.149.253.113,dot.gov,399,914176534c6207199498165218a5b748c5eba4540fa0da16931f0d1c0f531168
12,196.138.31.166,215.204.117.193,blog.com,1241,c58c73ae5a558075de001e82a9dea9ec390d60e8fe96cdb6b1e148a34a12e69a
14,46.147.117.160,135.200.50.2,dailymotion.com,730,69990c96467ae0711e392d84d0de7c6e4c4e39cd1c45b2e2d085356f49c07160
17,125.224.195.94,57.69.143.179,adobe.com,506,2144c67582404610219ffcc9cb431cd4904d8646af9cca02e80652f848028462
36,149.28.6.129,212.104.168.196,npr.org,362,b0090bbdce77c656593e1b3313ef3af33dc15851220e8e5417dfdd7aaed425fc
65,73.180.21.190,132.223.159.240,hud.gov,133,b49832934e1db787d3e4e7dabb5cff7f148aeffd2a44abda55fbae667156fce6
12,103.97.134.195,252.162.159.220,disqus.com,663,c13c8095779286bcb14e58d3a1d61a19fa7b0ecb8fcad7474052c95f44394c30
48,119.119.144.30,171.171.62.1,whitehouse.gov,483,7387f78b0fb897fb2a94ac243ccb9d7a36413036fd3a6bcf16f9834f37aa5b09
15,189.241.229.250,37.225.86.85,ameblo.jp,1061,91903d5e9a8f4be06ab52a4b42cf5eae8681864b242a133c24b61cf0f1216708
68,70.141.82.238,85.214.36.157,stanford.edu,1365,e34f3cb90f0f19e383415659ff0ef7173406043d71d5c0fb5d9768d0b6ebd39e
66,159.81.242.50,56.241.73.144,smh.com.au,1404,26e3d4649e510b12c9a8b208b65f2c7b7d8230ca3f807e5bdc1ec3aa57480321
6,202.129.109.234,54.2.96.252,yolasite.com,1058,914b57c4470b8961d8a3e000edf96749eec41c7907ca7e1e52d35dbfa2186cff
15,118.144.233.156,213.173.164.132,apache.org,895,25473284adedf2c8a18ce0d9b799ba092af54f48409f799ff047139948584d8c
62,135.122.168.231,228.210.228.101,furl.net,311,f53242b9114ab54b69a89ecf62ddeb05b865a920d466a942c371864bdad25b59
28,209.91.43.76,65.97.253.220,trellian.com,907,5c4a03d8190e9310605a14ba5f66cb58cc7c99410bd71eca13baac2083a552d9
84,198.167.212.55,30.79.98.28,geocities.jp,548,101cc5cb8de33f85747d02316736553a0b8d8c7ab509b4553d3a4ffcc1f2cbb7
80,120.219.229.200,0.127.97.205,vistaprint.com,1498,c8571a67574b874698d67bf1f5618f1924c6de98e7b6ebf18aec1e7bc56a9b52
44,163.53.196.64,225.75.248.91,howstuffworks.com,822,575c800ae013ac91fb5fce90d284e8af8a1bf16e7f9c8ff61bb2c2bc2f063d92
78,27.20.5.89,135.153.232.127,google.com,208,37178385b5e9f406fcea75bb86c28fd782a3d3452f8b4f715217dbca54f66901
90,169.208.48.113,178.132.89.31,youku.com,977,8ccefa85fe2b81690013337338568de863784f611cf013f643de847891977bd1
87,27.159.84.96,121.45.247.173,amazon.co.jp,545,0521b4801ac4a6a0480108c5c9521380d0fe343f51c83c750cf5048d1d43de44
50,232.28.35.43,154.89.251.30,unicef.org,1285,8437302e0b097f4bdc0c769be757b6cb56b484ef693c2229639c44fb5e3c8598
17,227.170.14.150,99.35.173.17,marriott.com,1233,97e44327958a1dc3d9200d4d044da088177f28bce34b6c8c868350672673d240
86,42.73.86.68,168.128.149.58,constantcontact.com,1288,a73084abe30eb4e8bc974139e7f63e89308ef21b847f52352f17342367de1eae
88,238.73.24.21,142.145.60.212,economist.com,1434,cf6ad82bbe2685e2ae88f4889b6021b8d2a163b446bc1a1c528b0742ef5e7135
90,32.99.222.71,178.157.152.47,ebay.com,76,364ac0f89790aa63d50cd26f47caaa38973db3c742ef87d631051e91e63d9a8a
70,147.129.28.81,49.186.136.94,cocolog-nifty.com,1345,8702254a376c3865293fb9eb5bde8b73c0ee5af5c72a537bb2da839cb38e86c1
30,110.175.250.74,181.126.89.108,bravesites.com,560,334e596e10c4aee0bad9db2fc2b1072ac2310da091c6670dded4ff0b23f8580b
38,134.93.241.22,70.109.176.234,cnet.com,1362,432589d2b0ae103d2d00ffe13a65d1c2b5170cc7049ffdb55801da4b40aa1166
95,250.207.131.18,38.243.89.118,opensource.org,1027,9b3fcf54035a50fab9b426afeb7450d84aec7439f054ba7a78d846820880a639
